Year,ProductionMonth,UID,CondINJ,Flare,Fuel,FuelINJ,GasConfidential,Method,Oil,Operation,Operator,Region,SOR,Scheme,SolutionGas,SteamINJ,Vent
2018,2018-06,6,,31.4,125632,2309.9,,SAGD,649094,COPSM,ConocoPhillips,Athabasca,2.946106565,Surmont,6272.7,1912299.8,0.8
2019,2019-10,6,,1.5,151192,5683.9,,SAGD,652224,COPSM,ConocoPhillips,Athabasca,2.908077774,Surmont,32764.6,1896718.7,1.2
2016,2016-10,4,,961.6,87217,3460.1,,SAGD,653076,CVECL,Cenovus,Athabasca,1.908483239,Christina Lake,5620.1,1246384.6,102.2
2018,2018-05,6,,8.5,127389,1868,,SAGD,654546,COPSM,ConocoPhillips,Athabasca,2.952663984,Surmont,5969.5,1932654.4,
2015,2015-10,5,,87.7,95136,5287.5,25198.9,SAGD,654626,CVECL,Cenovus,Athabasca,2.631157373,Foster Creek,11193.9,1722423.5,35.2
2019,2019-08,6,,10.1,138859,3948.9,,SAGD,655415,COPSM,ConocoPhillips,Athabasca,2.964765225,Surmont,15796.3,1943151.6,17.8
2015,2015-04,5,,17.5,89158,2740.6,24279.1,SAGD,657037,CVECL,Cenovus,Athabasca,2.417770257,Foster Creek,12127.7,1588565,19.3
2017,2017-11,6,,63.5,129810,1469.8,,SAGD,657834,COPSM,ConocoPhillips,Athabasca,2.928357458,Surmont,5912.4,1926373.1,0.6
2018,2018-03,6,,,139975,1342.2,,SAGD,658180,COPSM,ConocoPhillips,Athabasca,3.143112696,Surmont,6096.6,2068733.6,
2015,2015-02,1,455.2,317.5,201739,,,CSS,658322,IMOCL,Imperial Oil Resources,Cold Lake,4.325643127,Cold Lake,30603.3,2847666.9,13.2
2019,2019-04,2,,3.3,92885,1899,41811.9,SAGD,658620,SUFB,Suncor,Athabasca,2.431570426,Firebag,1921,1601481.4,2
2016,2016-06,5,,695.8,102852,5040.9,20024.8,SAGD,658766,CVECL,Cenovus,Athabasca,2.758490273,Foster Creek,11983.5,1817198.5,
2019,2019-11,1,,589.7,197717,,42225.7,CSS,659492,IMOCL,Imperial Oil Resources,Cold Lake,4.721860783,Cold Lake,38911.3,3114031.3,8.6
2019,2019-09,1,,520.7,184848,,33146.2,CSS,661134,IMOCL,Imperial Oil Resources,Cold Lake,4.517231084,Cold Lake,36200.7,2986493.7,0.3
2018,2018-08,6,,225.5,125796,1502,,SAGD,663592,COPSM,ConocoPhillips,Athabasca,2.89014376,Surmont,6283,1917875.7,30
2019,2019-12,6,,9.8,155191,5575.3,,SAGD,663872,COPSM,ConocoPhillips,Athabasca,2.879140069,Surmont,34392.1,1911379.9,
2017,2017-08,6,,47,135313,364.7,,SAGD,665803,COPSM,ConocoPhillips,Athabasca,3.026181626,Surmont,5927.5,2014840.2,
2015,2015-03,5,,34.7,90289,2488.8,25689,SAGD,669358,CVECL,Cenovus,Athabasca,2.402320551,Foster Creek,12332.2,1608013.2,0.2
2017,2017-10,6,,18.9,138445,1636.7,,SAGD,672325,COPSM,ConocoPhillips,Athabasca,3.071119367,Surmont,6009.2,2064789.1,
2019,2019-03,6,,,121952,3441.8,,SAGD,674374,COPSM,ConocoPhillips,Athabasca,2.722601793,Surmont,5982.2,1836050.5,0.4
2017,2017-04,2,,,97026,776.1,46501.9,SAGD,675707,SUFB,Suncor,Athabasca,2.71649185,Firebag,1427,1835551.2,1.5
2015,2015-02,4,,59.3,70718,345.4,,SAGD,677488,CVECL,Cenovus,Athabasca,1.667253885,Christina Lake,4371.3,1129545,0.6
2019,2019-04,1,,294.5,192610,,33386.4,CSS,677950,IMOCL,Imperial Oil Resources,Cold Lake,4.651100627,Cold Lake,35026.3,3153214.6,17.4
2018,2018-01,6,,0.9,138828,1540.3,,SAGD,679938,COPSM,ConocoPhillips,Athabasca,2.998962405,Surmont,6065.1,2039108.2,0.5
2019,2019-06,1,,107.6,194120,,34232.8,CSS,680889,IMOCL,Imperial Oil Resources,Cold Lake,4.750612802,Cold Lake,35096.9,3234638.1,
2015,2015-06,4,,261.7,73915,4392.8,,SAGD,680912,CVECL,Cenovus,Athabasca,1.64505023,Christina Lake,12582.2,1120135.1,5.2
2017,2017-02,1,,239.8,179215,,38329.7,CSS,682215,IMOCL,Imperial Oil Resources,Cold Lake,4.209386722,Cold Lake,32491.2,2871705.5,20.7
2015,2015-05,2,,140.9,83106,189,75720.9,SAGD,684912,SUFB,Suncor,Athabasca,2.574773234,Firebag,996.1,1763493.6,30.2
2018,2018-10,6,,49.8,133990,1869.3,,SAGD,686764,COPSM,ConocoPhillips,Athabasca,2.968505497,Surmont,6675.1,2038663.6,
2019,2019-10,1,,308.4,195700,,40336.3,CSS,687240,IMOCL,Imperial Oil Resources,Cold Lake,4.568456269,Cold Lake,39431.7,3139626.8,3.1
2017,2017-12,6,,30.1,141294,1481.2,,SAGD,688965,COPSM,ConocoPhillips,Athabasca,3.041733161,Surmont,6114.4,2095648.6,1.1
2018,2018-04,1,18496.8,186.6,184546,,33922,CSS,690650,IMOCL,Imperial Oil Resources,Cold Lake,4.20319528,Cold Lake,36789.5,2902936.4,90.2
2018,2018-02,1,15335.3,101.3,180210,,38480.2,CSS,692145,IMOCL,Imperial Oil Resources,Cold Lake,4.048793237,Cold Lake,35397.5,2802352.4,67.1
2016,2016-09,5,,103.9,101018,4711,20390.3,SAGD,693719,CVECL,Cenovus,Athabasca,2.577155492,Foster Creek,12149.1,1787820.7,3.8
2015,2015-01,5,,72.9,93323,3794.3,25648.6,SAGD,699905,CVECL,Cenovus,Athabasca,2.371410655,Foster Creek,13945.9,1659761.7,6.6
2017,2017-08,5,,393.1,100431,10453.5,22379.9,SAGD,699915,CVECL,Cenovus,Athabasca,2.559376673,Foster Creek,11031.9,1791345.1,
2019,2019-02,5,,32.5,120077,14489.1,22535.2,SAGD,700718,CVECL,Cenovus,Athabasca,2.973452816,Foster Creek,19119.9,2083553.1,3.7
2015,2015-08,5,,34.4,91864,4124.7,23268.7,SAGD,701226,CVECL,Cenovus,Athabasca,2.362416345,Foster Creek,15089.1,1656588,
2015,2015-05,4,,15.3,79056,2659.9,,SAGD,701500,CVECL,Cenovus,Athabasca,1.742791695,Christina Lake,12234.7,1222568.2,1965
2018,2018-11,6,,12.9,130104,1845,,SAGD,703407,COPSM,ConocoPhillips,Athabasca,2.821440721,Surmont,6694.1,1984622,16.7
2018,2018-02,5,,224.8,112799,14817.9,22700,SAGD,704470,CVECL,Cenovus,Athabasca,2.824539942,Foster Creek,17237.8,1989804.5,
2019,2019-03,1,2574.9,87.3,199757,,41067.5,CSS,705611,IMOCL,Imperial Oil Resources,Cold Lake,4.493229985,Cold Lake,36618.4,3170474.3,1.5
2015,2015-04,4,,22.8,79454,4505.6,,SAGD,706511,CVECL,Cenovus,Athabasca,1.746571919,Christina Lake,9911.8,1233971.4,49.4
2018,2018-03,5,,40,124113,21213.7,24528,SAGD,708412,CVECL,Cenovus,Athabasca,3.07639759,Foster Creek,15405.5,2179358.2,
2019,2019-08,1,24975.4,115.3,197618,,36500.1,CSS,709230,IMOCL,Imperial Oil Resources,Cold Lake,4.508050141,Cold Lake,37993.1,3197243.5,
2018,2018-11,5,,33.9,123645,22639.8,23674.9,SAGD,709821,CVECL,Cenovus,Athabasca,3.077465608,Foster Creek,20418.7,2184449.1,1
2019,2019-12,1,5,266.4,207503,,43245.5,CSS,710394,IMOCL,Imperial Oil Resources,Cold Lake,4.624828599,Cold Lake,40783.6,3285449.1,1.9
2018,2018-03,1,24134.5,68.4,195968,,41909.5,CSS,712045,IMOCL,Imperial Oil Resources,Cold Lake,4.334662417,Cold Lake,37485.9,3086473.4,
2019,2019-07,5,,23.6,113370,28113.6,23167.1,SAGD,712078,CVECL,Cenovus,Athabasca,2.876175153,Foster Creek,30317.7,2048059.9,33.6
2016,2016-02,4,,149.8,80685,5311.2,,SAGD,712733,CVECL,Cenovus,Athabasca,1.762193416,Christina Lake,6417.1,1255973.4,0.8
2018,2018-09,1,16367.7,189.8,184418,,42729.3,CSS,712797,IMOCL,Imperial Oil Resources,Cold Lake,4.42269556,Cold Lake,35852.8,3152482.8,0.1
2018,2018-11,4,,5.1,94455,26606,15467.9,SAGD,714090,CVECL,Cenovus,Athabasca,2.139779179,Christina Lake,23661.7,1527994.7,
2017,2017-02,5,,1511,97330,6671.3,23193,SAGD,715058,CVECL,Cenovus,Athabasca,2.408853128,Foster Creek,12626,1722469.7,61.5
2019,2019-07,1,11810.4,83.2,197243,,35012.1,CSS,716987,IMOCL,Imperial Oil Resources,Cold Lake,4.555684816,Cold Lake,36870.5,3266367.7,17.4
2015,2015-11,4,,5,90609,5538.7,,SAGD,719824,CVECL,Cenovus,Athabasca,1.889035962,Christina Lake,12897.2,1359773.8,
2017,2017-04,5,,108.4,105453,9974.9,20821.2,SAGD,719928,CVECL,Cenovus,Athabasca,2.581352951,Foster Creek,14119.2,1858389.3,17.1
2018,2018-09,6,,,132855,1879,,SAGD,720287,COPSM,ConocoPhillips,Athabasca,2.829972128,Surmont,6784.7,2038392.7,
2016,2016-07,5,,1649.3,106982,3937.1,23174.3,SAGD,721138,CVECL,Cenovus,Athabasca,2.67510966,Foster Creek,13439.6,1929124.3,0.6
2015,2015-09,4,,4.4,78519,5449.7,,SAGD,725526,CVECL,Cenovus,Athabasca,1.681723473,Christina Lake,13054.2,1220133.6,45.2
2016,2016-09,4,,703,90192,1540.9,,SAGD,726431,CVECL,Cenovus,Athabasca,1.901547938,Christina Lake,6469,1381342.8,
2018,2018-11,1,16784.7,144.9,199151,,40450.2,CSS,727273,IMOCL,Imperial Oil Resources,Cold Lake,4.28082995,Cold Lake,35064.2,3113329.9,
2017,2017-11,5,,499.4,104718,15990.6,24024.7,SAGD,728024,CVECL,Cenovus,Athabasca,2.547696828,Foster Creek,15987.5,1854785.2,12.8
2015,2015-11,1,126,426.4,239783,,,CSS,728952,IMOCL,Imperial Oil Resources,Cold Lake,4.44909435,Cold Lake,35047.7,3243174,74.5
2015,2015-01,1,498.9,88.4,198590,,,CSS,730370,IMOCL,Imperial Oil Resources,Cold Lake,3.865957391,Cold Lake,35651.4,2823579.3,15.2
2019,2019-06,5,,50.2,114353,28384.3,18176.4,SAGD,730612,CVECL,Cenovus,Athabasca,2.749564782,Foster Creek,27255.7,2008864.2,2.1
2017,2017-09,5,,26.4,106289,11638.9,22416.6,SAGD,731588,CVECL,Cenovus,Athabasca,2.566161205,Foster Creek,15565.3,1877373,19.8
2016,2016-09,1,,77,182786,,34648.9,CSS,733790,IMOCL,Imperial Oil Resources,Cold Lake,4.110533879,Cold Lake,36530.6,3016266.6,63.6
2015,2015-07,5,,83.7,91451,4447.3,23589,SAGD,733876,CVECL,Cenovus,Athabasca,2.266883161,Foster Creek,14633.8,1663611.6,
2016,2016-01,4,,439,96227,5782.7,,SAGD,734191,CVECL,Cenovus,Athabasca,2.014107639,Christina Lake,7557.2,1478739.5,
2015,2015-08,4,,1.9,85424,5491.5,,SAGD,734934,CVECL,Cenovus,Athabasca,1.795804246,Christina Lake,13246.4,1319796.7,0.1
2018,2018-07,1,14237.2,147.4,190104,,52489.1,CSS,735527,IMOCL,Imperial Oil Resources,Cold Lake,4.584170115,Cold Lake,38927.2,3371778.6,44.4
2018,2018-12,6,,,136298,2426.6,,SAGD,735782,COPSM,ConocoPhillips,Athabasca,2.820938155,Surmont,6995.9,2075595.8,
2015,2015-10,4,,13.2,81815,5606.1,,SAGD,736543,CVECL,Cenovus,Athabasca,1.732426014,Christina Lake,14060.1,1276006.6,157
2019,2019-01,1,17452.8,87.5,209216,,44181.8,CSS,739425,IMOCL,Imperial Oil Resources,Cold Lake,4.41764007,Cold Lake,40157.5,3266511.3,22.8
2015,2015-07,4,,30.4,84024,5191,,SAGD,741688,CVECL,Cenovus,Athabasca,1.734119729,Christina Lake,14155.7,1286175.1,
2018,2018-12,1,19827.9,361.5,204918,,43025.1,CSS,742808,IMOCL,Imperial Oil Resources,Cold Lake,4.376154167,Cold Lake,37984.9,3250643.2,
2019,2019-03,5,,2953.8,112783,23663.1,23697.7,SAGD,743182,CVECL,Cenovus,Athabasca,2.747868188,Foster Creek,19628.7,2042167,28.4
2016,2016-06,4,,8.8,85282,3949.4,,SAGD,746239,CVECL,Cenovus,Athabasca,1.832241369,Christina Lake,6696.3,1367290.7,
2016,2016-08,5,,240.6,105755,5544,23350.4,SAGD,746674,CVECL,Cenovus,Athabasca,2.558854884,Foster Creek,13065.5,1910629.9,7.3
2019,2019-05,4,,82.6,76576,39302.8,14212.1,SAGD,748280,CVECL,Cenovus,Athabasca,1.818496504,Christina Lake,7754.9,1360744.2,121.6
2015,2015-03,4,,42.1,80230,2867.2,,SAGD,749157,CVECL,Cenovus,Athabasca,1.679519017,Christina Lake,9123,1258224.1,
2016,2016-04,1,503.3,198.3,206154,,,CSS,751133,IMOCL,Imperial Oil Resources,Cold Lake,3.940747871,Cold Lake,35639.1,2960023.8,13.3
2017,2017-12,5,,775.5,113419,13828.8,24316,SAGD,752419,CVECL,Cenovus,Athabasca,2.665819399,Foster Creek,16573.6,2005812.9,1.1
2018,2018-10,1,24061.4,347.9,206389,,37677,CSS,754284,IMOCL,Imperial Oil Resources,Cold Lake,4.336129364,Cold Lake,37150.3,3270671.7,
2016,2016-04,4,,5,85613,2343,,SAGD,755687,CVECL,Cenovus,Athabasca,1.805266892,Christina Lake,8666.7,1364216,79.4
2018,2018-08,1,9406.8,100.4,187717,,52214,CSS,755829,IMOCL,Imperial Oil Resources,Cold Lake,4.427611745,Cold Lake,37724.2,3346517.8,
2016,2016-05,4,,18.1,87771,3469.8,,SAGD,755831,CVECL,Cenovus,Athabasca,1.851081432,Christina Lake,7149.4,1399105.1,
2015,2015-12,4,,402.9,95949,5883.9,,SAGD,756992,CVECL,Cenovus,Athabasca,1.917621179,Christina Lake,11355.7,1451623.7,28.6
2015,2015-01,4,,9.7,78797,5123.8,,SAGD,758781,CVECL,Cenovus,Athabasca,1.670217055,Christina Lake,5920.5,1267328.8,4
2019,2019-01,5,,202.9,129331,22961.9,24412.9,SAGD,759436,CVECL,Cenovus,Athabasca,3.024880951,Foster Creek,22425.4,2297204.7,
2015,2015-12,1,506.3,99.3,257386,,,CSS,759503,IMOCL,Imperial Oil Resources,Cold Lake,4.684178684,Cold Lake,35234.5,3557648.7,4.9
2015,2015-04,1,,273.4,226821,,,CSS,759686,IMOCL,Imperial Oil Resources,Cold Lake,4.1017862,Cold Lake,33852.9,3116067.5,
2017,2017-05,1,4139.3,185.2,192075,,35272.4,CSS,763328,IMOCL,Imperial Oil Resources,Cold Lake,4.038200727,Cold Lake,35858.4,3082473.3,44.5
2017,2017-04,1,,108.4,185092,,24400.3,CSS,764424,IMOCL,Imperial Oil Resources,Cold Lake,3.729299697,Cold Lake,34196.4,2850764.7,
2016,2016-10,5,,194.3,105098,6197.5,19321.6,SAGD,767425,CVECL,Cenovus,Athabasca,2.399193433,Foster Creek,14083.7,1841201.5,59.8
2019,2019-08,5,,36.1,112488,26328.2,23559.9,SAGD,767605,CVECL,Cenovus,Athabasca,2.689627015,Foster Creek,27987.3,2064569.8,
2015,2015-09,1,276.1,80.7,219657,,,CSS,768191,IMOCL,Imperial Oil Resources,Cold Lake,4.042818936,Cold Lake,35587.7,3105655.1,203.1
2016,2016-11,1,,135.1,188234,,39340.9,CSS,768964,IMOCL,Imperial Oil Resources,Cold Lake,3.99146813,Cold Lake,35870.4,3069294.9,
2016,2016-08,1,,140.2,189155,,36385.6,CSS,769422,IMOCL,Imperial Oil Resources,Cold Lake,4.085759106,Cold Lake,37503.6,3143670.9,
2019,2019-11,5,,1486.2,114065,32266.5,24480.7,SAGD,770937,CVECL,Cenovus,Athabasca,2.683621011,Foster Creek,29596.2,2068903,122.4
2018,2018-08,5,,490.2,115985,19614.7,22031.3,SAGD,774482,CVECL,Cenovus,Athabasca,2.694160068,Foster Creek,18699.6,2086577.4,33.9
2018,2018-10,5,,28.5,127632,23001.7,24620.3,SAGD,776183,CVECL,Cenovus,Athabasca,2.880620905,Foster Creek,20407.3,2235888.4,0.1
2016,2016-10,1,,123.7,187687,,38632.3,CSS,777411,IMOCL,Imperial Oil Resources,Cold Lake,3.950581372,Cold Lake,38803.1,3071226.6,14.6
2015,2015-06,1,714.6,225.6,234238,,,CSS,777423,IMOCL,Imperial Oil Resources,Cold Lake,4.336731311,Cold Lake,39448.7,3371475.1,12.9
2017,2017-10,5,,73.4,110370,13174.9,24044.9,SAGD,779540,CVECL,Cenovus,Athabasca,2.468329716,Foster Creek,18142.1,1924161.5,6.6
2016,2016-02,1,655.3,85.7,222526,,,CSS,780441,IMOCL,Imperial Oil Resources,Cold Lake,3.863363919,Cold Lake,35855.9,3015127.6,16.4
2015,2015-10,1,,72.4,236067,,,CSS,782034,IMOCL,Imperial Oil Resources,Cold Lake,4.203695416,Cold Lake,37070.4,3287431.9,116.8
2017,2017-03,5,,30.1,112209,9874.4,26046.9,SAGD,782410,CVECL,Cenovus,Athabasca,2.541105804,Foster Creek,13325.2,1988187.1,27
2016,2016-03,4,,2.5,89331,6013.1,,SAGD,784133,CVECL,Cenovus,Athabasca,1.796747925,Christina Lake,8776.8,1408889.7,
2017,2017-06,5,,61.8,112703,6222.6,20184.2,SAGD,785611,CVECL,Cenovus,Athabasca,2.537143083,Foster Creek,14504,1993206.5,15.5
2015,2015-03,1,338.2,395.8,237112,,,CSS,786086,IMOCL,Imperial Oil Resources,Cold Lake,4.228916949,Cold Lake,35712.5,3324294.1,
2018,2018-12,5,,115.3,121677,24787.6,24481.1,SAGD,786425,CVECL,Cenovus,Athabasca,2.781894722,Foster Creek,21183.3,2187751,
2017,2017-09,1,10442,189.7,186578,,32453.7,CSS,786747,IMOCL,Imperial Oil Resources,Cold Lake,3.788189442,Cold Lake,38980.9,2980346.3,11.5
2017,2017-03,1,,410.2,189503,,42880.5,CSS,787206,IMOCL,Imperial Oil Resources,Cold Lake,3.931178769,Cold Lake,34978.7,3094648.3,
2015,2015-05,1,703.1,396.9,217581,,,CSS,788124,IMOCL,Imperial Oil Resources,Cold Lake,4.030251596,Cold Lake,36706.6,3176336.8,21.6
2016,2016-12,1,,56.6,193155,,43819.5,CSS,788821,IMOCL,Imperial Oil Resources,Cold Lake,4.003378712,Cold Lake,34507.7,3157950.8,17.9
2017,2017-06,1,16784,331.2,192470,,35153.6,CSS,789663,IMOCL,Imperial Oil Resources,Cold Lake,3.856065852,Cold Lake,38595.2,3044993.3,
2016,2016-07,1,,94.6,189749,,36407.9,CSS,791766,IMOCL,Imperial Oil Resources,Cold Lake,4.034218931,Cold Lake,38688.8,3194159,25.2
2018,2018-06,5,,255.5,118832,19967.6,14954.4,SAGD,792894,CVECL,Cenovus,Athabasca,2.616536492,Foster Creek,19905.9,2074635.3,18.3
2017,2017-08,1,20739.2,711.2,199863,,35364.7,CSS,792969,IMOCL,Imperial Oil Resources,Cold Lake,3.986510689,Cold Lake,42449,3161177.8,0.9
2016,2016-11,5,,125.6,107383,4329,19876.8,SAGD,793305,CVECL,Cenovus,Athabasca,2.328066254,Foster Creek,14976.9,1846866.6,15.8
2018,2018-01,1,15165.8,366,197852,,40900.8,CSS,795135,IMOCL,Imperial Oil Resources,Cold Lake,3.883470687,Cold Lake,39210.1,3087882.3,
2016,2016-08,4,,10.1,96012,1596,,SAGD,795461,CVECL,Cenovus,Athabasca,1.903999053,Christina Lake,8479.8,1514556.8,
2016,2016-06,1,,77.2,183114,,34264.9,CSS,797940,IMOCL,Imperial Oil Resources,Cold Lake,3.872981364,Cold Lake,39592,3090405.2,24.7
2017,2017-01,1,,141.3,191220,,41756,CSS,798011,IMOCL,Imperial Oil Resources,Cold Lake,3.883627448,Cold Lake,35280.9,3099178.2,10.2
2019,2019-10,5,,5427.3,119047,25365.9,24021.5,SAGD,798024,CVECL,Cenovus,Athabasca,2.701083514,Foster Creek,28745,2155529.2,21.3
2018,2018-04,5,,104.2,118525,19853.1,23064.3,SAGD,798303,CVECL,Cenovus,Athabasca,2.640367219,Foster Creek,18000,2107813.6,
2018,2018-09,5,,28.3,122457,23763.1,23125,SAGD,798587,CVECL,Cenovus,Athabasca,2.745921106,Foster Creek,18763,2192855.8,24.6
2019,2019-12,5,,435.1,129399,29915.7,25298.3,SAGD,799449,CVECL,Cenovus,Athabasca,2.932509257,Foster Creek,37691.9,2344391.3,10.7
2016,2016-01,1,604,123.7,244516,,,CSS,800801,IMOCL,Imperial Oil Resources,Cold Lake,4.096762616,Cold Lake,36690.6,3280691.6,39.3
2017,2017-07,1,21774.5,143.5,208892,,35997,CSS,809244,IMOCL,Imperial Oil Resources,Cold Lake,4.043046221,Cold Lake,43092.7,3271811.3,18.3
2017,2017-11,1,22557.7,57.3,208571,,41538.9,CSS,811059,IMOCL,Imperial Oil Resources,Cold Lake,3.955011304,Cold Lake,42000.5,3207748.7,
2015,2015-08,1,484.5,251.8,225378,,,CSS,812360,IMOCL,Imperial Oil Resources,Cold Lake,4.015034225,Cold Lake,36940,3261652.4,24.8
2016,2016-03,1,566.5,214.8,229374,,,CSS,812380,IMOCL,Imperial Oil Resources,Cold Lake,3.847073735,Cold Lake,38633.4,3125287.3,
2016,2016-05,1,15.5,68.2,192260,,36303,CSS,812712,IMOCL,Imperial Oil Resources,Cold Lake,4.010433706,Cold Lake,39864.4,3259328.4,16.5
2017,2017-01,5,,76.8,114233,4523.5,25490.6,SAGD,813615,CVECL,Cenovus,Athabasca,2.466676942,Foster Creek,15274,2006926.1,65
2016,2016-07,4,,12,93753,3066.6,,SAGD,814713,CVECL,Cenovus,Athabasca,1.834291891,Christina Lake,8167,1494422,
2017,2017-10,1,12660.9,585.2,205727,,37193.5,CSS,815068,IMOCL,Imperial Oil Resources,Cold Lake,3.965627395,Cold Lake,41189.9,3232254.8,12
2019,2019-04,5,,80.9,124258,26150.1,22763.7,SAGD,817193,CVECL,Cenovus,Athabasca,2.762539816,Foster Creek,22495.2,2257528.2,24.1
2016,2016-12,5,,200.5,113750,2931.5,24247.7,SAGD,818894,CVECL,Cenovus,Athabasca,2.389068915,Foster Creek,15343.7,1956394.2,39.3
2019,2019-09,5,,63.7,118900,29710.9,22919.8,SAGD,819774,CVECL,Cenovus,Athabasca,2.653060674,Foster Creek,31366.7,2174909.1,52.2
2018,2018-07,5,,209.6,121170,20928.7,22759.7,SAGD,823769,CVECL,Cenovus,Athabasca,2.664444038,Foster Creek,20733.7,2194887.2,5.8
2017,2017-07,5,,67,112561,9066.5,22356.3,SAGD,826255,CVECL,Cenovus,Athabasca,2.449000666,Foster Creek,13039.4,2023498.8,29.8
2019,2019-05,2,,67,117458,466.5,81922.2,SAGD,829579,SUFB,Suncor,Athabasca,2.857115081,Firebag,2809.1,2370202.1,26.4
2017,2017-12,1,16768.1,340.4,208095,,41811.9,CSS,836541,IMOCL,Imperial Oil Resources,Cold Lake,3.832829014,Cold Lake,39934.8,3206316.7,1.6
2019,2019-02,4,,359.5,105364,29421.7,15921.5,SAGD,837872,CVECL,Cenovus,Athabasca,2.021968508,Christina Lake,30114.9,1694151,
2018,2018-01,5,,77,126421,12924.3,24651.5,SAGD,841730,CVECL,Cenovus,Athabasca,2.661430424,Foster Creek,19653.3,2240204.5,
2015,2015-02,2,,1.7,113876,675.8,82547.5,SAGD,852174,SUFB,Suncor,Athabasca,2.618497838,Firebag,836.9,2231416.3,17.6
2016,2016-11,4,,599.1,110051,3819.6,,SAGD,852367,CVECL,Cenovus,Athabasca,1.789202866,Christina Lake,8994.5,1525057.3,
2019,2019-05,5,,54.2,121529,28586.8,22366.7,SAGD,854520,CVECL,Cenovus,Athabasca,2.599135257,Foster Creek,24280.7,2221012.8,0.2
2015,2015-07,1,348,334.7,238461,,,CSS,857446,IMOCL,Imperial Oil Resources,Cold Lake,3.949827978,Cold Lake,38960.5,3386764.2,29.5
2015,2015-06,2,,37.5,114658,718.5,68294.4,SAGD,859078,SUFB,Suncor,Athabasca,2.594269343,Firebag,982,2228679.2,
2019,2019-01,2,,17.4,121753,5262.7,84844,SAGD,863651,SUFB,Suncor,Athabasca,2.83342826,Firebag,2637.1,2447094,363
2019,2019-02,2,,0.3,120749,5630.2,83608.5,SAGD,868177,SUFB,Suncor,Athabasca,2.779607027,Firebag,2577.3,2413189.5,
2019,2019-04,4,,844.1,109207,28717.9,18480.8,SAGD,874952,CVECL,Cenovus,Athabasca,2.142052298,Christina Lake,23679.9,1874192.3,
2018,2018-05,5,,34.2,127326,20240.3,22489.6,SAGD,880522,CVECL,Cenovus,Athabasca,2.624764912,Foster Creek,18219.9,2311162.2,0.5
2017,2017-02,4,,202.9,112244,7514.4,,SAGD,881090,CVECL,Cenovus,Athabasca,1.784084072,Christina Lake,11616.4,1571938.1,17
2018,2018-02,4,,50.5,99949,21195.3,18523.3,SAGD,887850,CVECL,Cenovus,Athabasca,1.864459342,Christina Lake,16572.3,1655360.6,226.7
2015,2015-04,2,,0.2,119015,750.9,81513.5,SAGD,888807,SUFB,Suncor,Athabasca,2.641225211,Firebag,932,2347538.4,29.4
2018,2018-10,4,,153.7,100113,25148.7,21760.2,SAGD,898502,CVECL,Cenovus,Athabasca,1.872139893,Christina Lake,24508.7,1682122,
2016,2016-02,2,,103.3,119005,1095.5,84481,SAGD,902566,SUFB,Suncor,Athabasca,2.583835559,Firebag,1697.8,2332082.9,0.1
2019,2019-11,2,,8.1,106768,16783.3,86848.7,SAGD,902666,SUFB,Suncor,Athabasca,2.547078453,Firebag,2791.6,2299160.1,7.6
2018,2018-12,4,,1.7,107891,33909.8,21828.5,SAGD,903511,CVECL,Cenovus,Athabasca,1.971170243,Christina Lake,31245.3,1780973.8,371.2
2019,2019-01,4,,29.7,112764,34059.5,12339.9,SAGD,903621,CVECL,Cenovus,Athabasca,1.951749472,Christina Lake,31600.9,1763642.2,
2018,2018-12,2,,0.6,125073,5598.2,89848.4,SAGD,904658,SUFB,Suncor,Athabasca,2.792654549,Firebag,2732.6,2526397,0.7
2017,2017-02,2,,0.5,127337,452.3,77128.4,SAGD,905018,SUFB,Suncor,Athabasca,2.793986879,Firebag,2059.4,2528607.3,
2019,2019-08,2,,24.1,121021,5359.6,82543.3,SAGD,907846,SUFB,Suncor,Athabasca,2.686208709,Firebag,2598.6,2438664.1,
2016,2016-12,4,,1754.2,122265,4684,,SAGD,910059,CVECL,Cenovus,Athabasca,1.909808485,Christina Lake,10073.2,1738038.4,
2019,2019-09,4,,12.6,105390,21566.6,17629.9,SAGD,915689,CVECL,Cenovus,Athabasca,1.99369109,Christina Lake,25674.4,1825601.2,58.9
2015,2015-07,2,,24.8,130402,718.2,64867.7,SAGD,916633,SUFB,Suncor,Athabasca,2.648065333,Firebag,1196.5,2427304.6,
2016,2016-07,2,,20.7,126829,1219.7,74568.6,SAGD,918426,SUFB,Suncor,Athabasca,2.64134832,Firebag,1943.5,2425883.5,0.1
2015,2015-01,2,,6.7,124674,704.6,91470.3,SAGD,919293,SUFB,Suncor,Athabasca,2.652095497,Firebag,909.3,2438051.5,140.3
2015,2015-03,2,,0.5,122072,748.8,87634.3,SAGD,921482,SUFB,Suncor,Athabasca,2.599071778,Firebag,936.3,2394997.6,
2018,2018-02,2,,0.3,124292,12529.8,80892,SAGD,926721,SUFB,Suncor,Athabasca,2.669654513,Firebag,2312.5,2474024.9,54.7
2015,2015-09,2,,4.1,131776,1110.1,65332.2,SAGD,928839,SUFB,Suncor,Athabasca,2.611292652,Firebag,1200.9,2425471.5,0.3
2019,2019-06,2,,0.6,131431,1592.6,77944.4,SAGD,938973,SUFB,Suncor,Athabasca,2.750102372,Firebag,3009.7,2582271.6,
2018,2018-04,2,,0.5,124909,10326.7,83163.7,SAGD,939048,SUFB,Suncor,Athabasca,2.715349573,Firebag,2450,2549842.5,
