Year,ProductionMonth,UID,CondINJ,Flare,Fuel,FuelINJ,GasConfidential,Method,Oil,Operation,Operator,Region,SOR,Scheme,SolutionGas,SteamINJ,Vent
2019,2019-03,4,,149.8,119569,31787.4,14493.1,SAGD,942844,CVECL,Cenovus,Athabasca,2.102098778,Christina Lake,28166,1981950.8,80.9
2017,2017-07,2,,8.9,124218,941.2,74117.3,SAGD,945962,SUFB,Suncor,Athabasca,2.740198048,Firebag,1716.8,2592123.5,
2017,2017-01,4,,337.5,126126,6137.7,,SAGD,953237,CVECL,Cenovus,Athabasca,1.864136998,Christina Lake,10587.6,1776963.8,
2015,2015-08,2,,1.2,134827,975.5,68004.5,SAGD,957597,SUFB,Suncor,Athabasca,2.633351476,Firebag,1196.1,2521690,8.2
2019,2019-10,2,,3.5,122559,5407.6,86653.8,SAGD,958259,SUFB,Suncor,Athabasca,2.583468326,Firebag,2857.9,2475631,
2019,2019-09,2,,1.7,131049,6380.7,81009.1,SAGD,958867,SUFB,Suncor,Athabasca,2.702716737,Firebag,2805.3,2591546.7,19.9
2016,2016-04,2,,0.9,126428,1149,80818.9,SAGD,959276,SUFB,Suncor,Athabasca,2.562914668,Firebag,1740.5,2458543.3,1.6
2015,2015-10,2,,86.5,136263,1220.3,74340.6,SAGD,963591,SUFB,Suncor,Athabasca,2.657901259,Firebag,1373.9,2561129.2,6.4
2019,2019-06,4,,52.1,116155,33563.3,18292.9,SAGD,967761,CVECL,Cenovus,Athabasca,2.08329796,Christina Lake,25581.3,2016134.1,1
2015,2015-11,2,,17.4,133246,971.5,85440.2,SAGD,969468,SUFB,Suncor,Athabasca,2.696314586,Firebag,1391.7,2613989.9,
2018,2018-11,2,,22.7,128779,4373.9,85825.9,SAGD,972473,SUFB,Suncor,Athabasca,2.607023438,Firebag,2770.7,2535258.6,4.4
2017,2017-11,2,,36.5,127793,14415.3,81584.8,SAGD,973306,SUFB,Suncor,Athabasca,2.664035633,Firebag,2084,2592920.8,0.4
2019,2019-11,4,,853.2,118489,36878.3,18788.6,SAGD,973480,CVECL,Cenovus,Athabasca,2.011747549,Christina Lake,31381,1958395.4,
2015,2015-12,2,,10.3,130042,1132,91355.1,SAGD,975462,SUFB,Suncor,Athabasca,2.593013358,Firebag,1860.2,2529384.7,
2016,2016-08,2,,27.6,126807,1214.3,82883.2,SAGD,976581,SUFB,Suncor,Athabasca,2.568552664,Firebag,2025.2,2508400.5,
2016,2016-09,2,,1,130008,1188.1,77314.1,SAGD,977074,SUFB,Suncor,Athabasca,2.583027215,Firebag,2009.4,2523807.7,3.1
2019,2019-07,2,,15.3,136012,2959.3,80605.9,SAGD,977606,SUFB,Suncor,Athabasca,2.763415815,Firebag,3416.1,2701530.5,298.9
2018,2018-03,4,,144.8,107694,29733.4,22658.6,SAGD,977679,CVECL,Cenovus,Athabasca,1.894646515,Christina Lake,23322.5,1852356.3,20.6
2016,2016-11,2,,0.3,134983,1034.4,79087.8,SAGD,980955,SUFB,Suncor,Athabasca,2.603780827,Firebag,2124,2554191.3,1.4
2017,2017-06,4,,459.2,112244,11464.6,,SAGD,981506,CVECL,Cenovus,Athabasca,1.680816313,Christina Lake,14622.1,1649731.8,13.4
2019,2019-08,4,,26.5,121725,24989.7,18357.8,SAGD,984026,CVECL,Cenovus,Athabasca,2.164173999,Christina Lake,27010.8,2129603.7,33.3
2017,2017-11,4,,24,107925,18555.4,22047.5,SAGD,986511,CVECL,Cenovus,Athabasca,1.9036972,Christina Lake,22210.8,1878018.8,331.2
2018,2018-06,2,,1.3,127479,5003.7,64789.5,SAGD,986583,SUFB,Suncor,Athabasca,2.556625095,Firebag,2645.8,2522322.6,0.9
2017,2017-10,4,,84.6,99325,12413,20105.7,SAGD,986883,CVECL,Cenovus,Athabasca,1.793471629,Christina Lake,18901.5,1769947.2,13.8
2019,2019-03,2,,4.7,137543,1922.3,83118.9,SAGD,987686,SUFB,Suncor,Athabasca,2.721566801,Firebag,2850.4,2688053.7,3.1
2018,2018-01,2,,,134492,9859.7,86916.4,SAGD,988365,SUFB,Suncor,Athabasca,2.711941091,Firebag,2289.9,2680386.3,25.2
2016,2016-01,2,,,132573,1222.3,89329.3,SAGD,988444,SUFB,Suncor,Athabasca,2.616383139,Firebag,1898.3,2586149,12.8
2016,2016-12,2,,,139333,647.2,83223.6,SAGD,991458,SUFB,Suncor,Athabasca,2.741002316,Firebag,2224,2717588.4,
2017,2017-05,4,,44.4,117160,8105.9,,SAGD,993270,CVECL,Cenovus,Athabasca,1.698472218,Christina Lake,14758.5,1687041.5,
2017,2017-01,2,,13.4,140254,469.7,81692.8,SAGD,994505,SUFB,Suncor,Athabasca,2.78336604,Firebag,2291.7,2768072,
2018,2018-05,2,,3.5,132281,9066.4,78914.6,SAGD,994948,SUFB,Suncor,Athabasca,2.699126879,Firebag,2639.6,2685491.7,5.9
2016,2016-03,2,,0.3,135856,1214.4,86744.1,SAGD,996124,SUFB,Suncor,Athabasca,2.626001293,Firebag,1830.1,2615823.7,1.4
2019,2019-07,4,,881,115180,31451.1,16902.2,SAGD,998642,CVECL,Cenovus,Athabasca,2.001963666,Christina Lake,30074.8,1999245.6,10.2
2019,2019-12,2,,0.1,136072,5452.2,87753.4,SAGD,999664,SUFB,Suncor,Athabasca,2.582303387,Firebag,3038,2581434.7,
2017,2017-03,2,,0.2,140891,962.9,88252.3,SAGD,1000587,SUFB,Suncor,Athabasca,2.808333585,Firebag,2232.9,2809983.2,1.4
2018,2018-04,4,,146.6,110476,23630.2,20036.9,SAGD,1004820,CVECL,Cenovus,Athabasca,1.844521124,Christina Lake,22700.6,1853411.9,12.6
2018,2018-10,2,,4.4,128003,3497.5,87425.9,SAGD,1005086,SUFB,Suncor,Athabasca,2.584048123,Firebag,2741.8,2597189.3,13.1
2018,2018-09,4,,24,107069,26222.2,22507.2,SAGD,1005856,CVECL,Cenovus,Athabasca,1.852971429,Christina Lake,32971.1,1863822.8,
2019,2019-10,4,,21.4,120984,30677.7,19743.6,SAGD,1006016,CVECL,Cenovus,Athabasca,2.044053388,Christina Lake,29663.9,2056349.8,18.4
2017,2017-04,4,,11.9,122197,8377.9,,SAGD,1006853,CVECL,Cenovus,Athabasca,1.759179241,Christina Lake,14076.4,1771235.6,2
2017,2017-07,4,,349.6,124140,14340.4,,SAGD,1010452,CVECL,Cenovus,Athabasca,1.817110569,Christina Lake,11587.7,1836102.1,3.4
2017,2017-09,4,,23,102022,9878.7,22755.4,SAGD,1012370,CVECL,Cenovus,Athabasca,1.802530993,Christina Lake,18344.6,1824827.4,14.4
2017,2017-09,2,,0.4,132037,13306.5,80189.1,SAGD,1015998,SUFB,Suncor,Athabasca,2.664375816,Firebag,2018.7,2707000.5,
2017,2017-08,4,,10.2,121349,20009.6,,SAGD,1017416,CVECL,Cenovus,Athabasca,1.785658465,Christina Lake,20494,1816756.6,7.1
2017,2017-08,2,,6.5,135731,7627.7,77343.1,SAGD,1020749,SUFB,Suncor,Athabasca,2.786196698,Firebag,1822.1,2844006.1,0.6
2018,2018-09,2,,1.2,134814,2268.6,79415.3,SAGD,1021099,SUFB,Suncor,Athabasca,2.625549677,Firebag,2666.8,2680947.2,73.5
2016,2016-10,2,,10.8,138425,1031.5,87668.4,SAGD,1024571,SUFB,Suncor,Athabasca,2.639173496,Firebag,2188.5,2704020.1,8.5
2018,2018-01,4,,954.5,112414,20615.6,17828.4,SAGD,1025741,CVECL,Cenovus,Athabasca,1.782120815,Christina Lake,24327.2,1827995.1,153
2018,2018-03,2,,4.7,139152,11152.3,86480.6,SAGD,1028303,SUFB,Suncor,Athabasca,2.674772642,Firebag,2766.9,2750477,1.4
2018,2018-07,2,,1.6,134083,2522.8,72867.8,SAGD,1029508,SUFB,Suncor,Athabasca,2.625450737,Firebag,2715.1,2702922.8,153.5
2017,2017-12,2,,144,134269,14490.6,88240.5,SAGD,1033252,SUFB,Suncor,Athabasca,2.629626049,Firebag,2388.4,2717066.9,5.8
2018,2018-08,2,,0.5,138431,2613.5,71590,SAGD,1038091,SUFB,Suncor,Athabasca,2.65258148,Firebag,2852.7,2753619.9,
2017,2017-10,2,,,134764,13085.6,85628.3,SAGD,1041683,SUFB,Suncor,Athabasca,2.660998981,Firebag,2139.7,2771918.2,3.7
2017,2017-12,4,,42.2,113456,11036.3,24495.5,SAGD,1047402,CVECL,Cenovus,Athabasca,1.875962382,Christina Lake,23964.3,1964886,1.1
2018,2018-08,4,,51.5,109690,23268.7,21038.6,SAGD,1047893,CVECL,Cenovus,Athabasca,1.801597492,Christina Lake,35148.6,1887880.5,0.3
2017,2017-03,4,,19,133387,8518.8,,SAGD,1049458,CVECL,Cenovus,Athabasca,1.825494874,Christina Lake,14637,1915780.2,13.1
2018,2018-07,4,,68,109929,21406.5,20322.1,SAGD,1057806,CVECL,Cenovus,Athabasca,1.791419027,Christina Lake,35513.7,1894972.9,
2018,2018-06,4,,41.9,111940,18534.4,21581.3,SAGD,1072813,CVECL,Cenovus,Athabasca,1.808747399,Christina Lake,38571,1940447,
2018,2018-05,4,,28.5,114699,28496.4,23601.3,SAGD,1079974,CVECL,Cenovus,Athabasca,1.881232582,Christina Lake,34561.7,2031681.9,14
2019,2019-12,4,,271.1,135797,47159.6,21511.6,SAGD,1147987,CVECL,Cenovus,Athabasca,2.027502845,Christina Lake,48263.1,2327546.3,
